cement,water,superplasticizer,coarse_aggregate,fine_aggregate,age,energy_consumption,resource_consumption
-1.5199295539485536,1.1022257995217009,0.5223883616821074,0.49557903447957663,-0.46615428124837843,-0.6895207613767397,-1.2097198677027272,-0.6895612094339557
1.5565848842552967,-1.3187448665829817,1.1418449589954778,-1.2596508738854282,0.32751056049750293,0.8750289460844399,1.8537188685495603,0.2616674758623378
0.41221607273109323,-1.502668616911844,0.0572285871977199,-1.607394805385121,1.3458471807190093,1.6525627400954506,0.39744073056163454,-0.10951878184704747
-1.5804373123124658,-0.32867962918728394,-0.6981753022665992,-0.00887293231583512,0.6452141437374087,-0.9170916279165476,-1.7157810119017742,-0.6426068989481335
1.4541166489071247,-1.2974821181902547,1.6895029066693665,1.5442148031842473,-0.4072402766152419,0.08801303263427082,1.9751905187786012,1.4194885316437373
0.6072140213574628,-0.7973347456317663,-0.7950892583718542,-0.9099071189805669,0.8759635951857754,1.1310461709417239,0.26493168474093154,0.180616430965472
1.1816995691309224,1.0647367261039216,1.6407983502397538,0.002516820332739893,-0.36760128502847106,0.37247661580903074,1.6971127606615792,0.7202582317100001
0.9361555681490331,-0.3954599346491363,-0.2745907567033649,0.6311178399599516,0.9269249583423377,-0.8412346724032783,0.7706472615214938,1.3678839193515853
-0.46886446815827626,0.5519566393718623,-0.0346961999549311,-0.9748456555004218,0.4046604624961631,0.7517613933753773,-0.4500226557677009,-0.526175103156232
0.16143993537862966,0.46872067208211465,-0.6220922770096059,-0.9824324815139173,0.17598848019222696,-0.18696843110133043,-0.08583452067470884,-0.3392644331377646
0.17959280844635755,0.7894878318860755,0.9770888522539432,-0.7786837260181627,-1.3648707715181776,-0.509360492032725,0.5173367285475063,-0.9579351445897878
-0.8167171173704268,-0.5451515082306445,0.13213156826059946,1.5030468897950138,-1.2541718420219636,-1.0877697778214035,-0.7018702897017838,-0.4013043537973543
-1.602059082991155,-1.4176870707389482,1.37519736537925,-1.622531292294286,-0.8268933702552297,-1.2963764054828941,-0.9848503600610511,-2.4488891387688785
-0.4907795974038028,1.5801449392039095,-1.400915908868936,-0.0287866672821481,-1.1390894312228785,-1.2868942860437356,-0.9756008577275709,-0.8211159473462764
-1.2420791450567292,1.4721783989956012,-0.2956721938791316,-0.9985353787584792,-1.1366055372308934,1.2448316042116279,-1.2668399606331144,-1.7630342100853982
0.9164300333509271,0.7265502666522319,-1.5243961774106036,0.8796284328983109,-1.2625321119855881,1.6430806206562918,0.28348296894421765,0.3250909207516008
-1.3304305240122989,1.6611918243480015,0.3626022210359086,0.21227780578325608,1.1702008788006377,-0.2248969088579651,-1.0888119383635846,0.26265218116895345
1.2423416584741331,0.37539925051935336,-1.333680859317789,0.49256438707127786,1.6577328903663306,-0.3292002226887104,0.6642287208223525,1.9291046849004791
-0.5083686521441707,-0.4762181974558392,-0.9509569236795689,-0.635268960403121,-1.0057364326876637,-0.8127883140858023,-0.8290456221076972,-1.3556526518025254
-0.8069279237815501,0.38545815524593985,-1.6688649316134996,-0.7290444397051514,1.13772622041635,0.05008455487763617,-1.3621713365548282,-0.28051499275489794
1.6630481733555509,1.246223566567752,-0.3627546627694119,-0.4884108118008126,-1.443902800547026,0.9698501404760266,1.3940152551581018,0.01239430236149114
-0.45010275536324157,-1.2885292463437217,1.5155762856448132,-0.8511254832862063,-0.2217542025293926,1.5292951873863878,0.13825688777765707,-0.9636766769116277
-0.7808196436179345,1.4849210854336976,-1.6425644408781317,1.4453428765685392,-0.16527516626354624,-1.46705455538775,-1.320361261716799,0.38341222996379987
-1.045928913124567,-1.6632709123611373,-1.4479815716492972,-0.7895997646633843,-1.0206178330125955,-1.6566969441709234,-1.5106641164050785,-1.9563481418419364
-0.6750504287895863,0.37312265931192157,0.12628291531950975,-1.2011298027268744,-1.2102637331844268,0.8750289460844399,-0.5887431521528997,-1.7154871655933033
0.8278925581457229,1.2529921142585652,1.3900474712706063,-0.8378224089017853,0.9281014870223773,-1.2394836888479421,1.277736598808745,0.7862527519451236
0.43792984957605774,1.561100182622414,-1.4243027910917125,1.307103261827198,-0.32718327944940817,-0.6610744030592637,-0.1151667797013537,0.9454546952297405
0.04410990042697313,1.2327405611516296,0.460161987936589,-0.9619912599694819,1.0126755241461625,0.5052262879572521,0.20946566009007128,0.2498442195122319
-0.23573309522425498,0.8173996800587777,0.06919951982855861,1.235698066669162,1.5068179697457054,1.5482594262647051,-0.17876510760397318,1.547264098487052
1.230827393192398,-1.1158189221654655,0.8194381685530032,-0.816885636998428,-0.23583353735331103,0.08801303263427082,1.4340196480795042,0.011273786652951076
-0.3142279667889677,0.8070338995627099,1.5121390794215137,-0.057461336992360765,0.32754137667490524,-0.4429856559586144,0.2698609966607624,0.169004437612168
-0.4427620807124984,0.8367163169245438,-1.2759171186971743,0.007544482706594619,-1.4848774085601417,-0.0068081617573158195,-0.8863524376402871,-1.0642498759546584
0.7037612631454401,-1.3244872866755923,1.2896650056089198,0.2871776339046251,-0.0780191785577538,0.21128058534333347,1.1280230997919105,0.42457423443422504
